# x
1.000000000000000000e+00 2.554687500000000000e+00
1.000000000000000000e+00 2.320312500000000000e+00
1.000000000000000000e+00 1.195312500000000000e+00
0.000000000000000000e+00 1.570312500000000000e+00
0.000000000000000000e+00 1.359375000000000000e+00
0.000000000000000000e+00 2.859375000000000000e+00
1.000000000000000000e+00 2.414062500000000000e+00
0.000000000000000000e+00 2.507812500000000000e+00
1.000000000000000000e+00 2.109375000000000000e+00
0.000000000000000000e+00 1.804687500000000000e+00
1.000000000000000000e+00 2.601562500000000000e+00
1.000000000000000000e+00 3.984375000000000000e-01
1.000000000000000000e+00 7.031250000000000000e-02
1.000000000000000000e+00 2.390625000000000000e+00
1.000000000000000000e+00 4.687500000000000000e-01
0.000000000000000000e+00 1.148437500000000000e+00
1.000000000000000000e+00 6.093750000000000000e-01
1.000000000000000000e+00 1.289062500000000000e+00
1.000000000000000000e+00 2.085937500000000000e+00
1.000000000000000000e+00 2.835937500000000000e+00
1.000000000000000000e+00 1.429687500000000000e+00
1.000000000000000000e+00 7.734375000000000000e-01
1.000000000000000000e+00 1.875000000000000000e+00
0.000000000000000000e+00 5.390625000000000000e-01
1.000000000000000000e+00 2.531250000000000000e+00
0.000000000000000000e+00 2.343750000000000000e+00
0.000000000000000000e+00 2.718750000000000000e+00
1.000000000000000000e+00 8.671875000000000000e-01
0.000000000000000000e+00 1.664062500000000000e+00
1.000000000000000000e+00 1.968750000000000000e+00
0.000000000000000000e+00 2.015625000000000000e+00
1.000000000000000000e+00 1.640625000000000000e-01
0.000000000000000000e+00 1.851562500000000000e+00
0.000000000000000000e+00 2.953125000000000000e+00
0.000000000000000000e+00 1.031250000000000000e+00
1.000000000000000000e+00 5.156250000000000000e-01
0.000000000000000000e+00 7.031250000000000000e-01
1.000000000000000000e+00 2.343750000000000000e-02
0.000000000000000000e+00 2.062500000000000000e+00
1.000000000000000000e+00 1.171875000000000000e+00
0.000000000000000000e+00 1.406250000000000000e+00
0.000000000000000000e+00 1.921875000000000000e+00
0.000000000000000000e+00 2.976562500000000000e+00
0.000000000000000000e+00 2.367187500000000000e+00
1.000000000000000000e+00 2.742187500000000000e+00
1.000000000000000000e+00 2.226562500000000000e+00
1.000000000000000000e+00 1.687500000000000000e+00
1.000000000000000000e+00 1.242187500000000000e+00
1.000000000000000000e+00 1.945312500000000000e+00
0.000000000000000000e+00 2.578125000000000000e-01
1.000000000000000000e+00 9.375000000000000000e-02
0.000000000000000000e+00 5.625000000000000000e-01
1.000000000000000000e+00 1.476562500000000000e+00
1.000000000000000000e+00 1.593750000000000000e+00
0.000000000000000000e+00 2.179687500000000000e+00
0.000000000000000000e+00 1.171875000000000000e-02
1.000000000000000000e+00 2.789062500000000000e+00
0.000000000000000000e+00 1.265625000000000000e+00
0.000000000000000000e+00 1.640625000000000000e+00
1.000000000000000000e+00 2.132812500000000000e+00
0.000000000000000000e+00 2.625000000000000000e+00
0.000000000000000000e+00 9.375000000000000000e-01
0.000000000000000000e+00 2.484375000000000000e+00
0.000000000000000000e+00 2.578125000000000000e+00
1.000000000000000000e+00 4.921875000000000000e-01
0.000000000000000000e+00 1.898437500000000000e+00
0.000000000000000000e+00 6.328125000000000000e-01
1.000000000000000000e+00 1.757812500000000000e+00
0.000000000000000000e+00 2.882812500000000000e+00
0.000000000000000000e+00 6.796875000000000000e-01
0.000000000000000000e+00 1.335937500000000000e+00
1.000000000000000000e+00 2.906250000000000000e+00
0.000000000000000000e+00 1.734375000000000000e+00
0.000000000000000000e+00 1.382812500000000000e+00
1.000000000000000000e+00 7.500000000000000000e-01
0.000000000000000000e+00 1.406250000000000000e-01
